date,hashtag,mentions,estimated_reach,sentiment_score,top_country
2024-07-02,#foodporn,52917,90188,0.09,South Korea
2025-01-19,#foodporn,107729,355662,-0.03,South Korea
2024-11-23,#foodporn,172021,279245,-0.15,Uk
2024-10-05,#foodporn,109426,437732,0.25,Japan
2024-08-25,#foodporn,166106,959186,-0.3,Egypt
2025-01-21,#foodporn,27780,107201,-0.16,Egypt
2024-08-27,#foodie,22798,95556,0.32,Japan
2024-06-28,#foodie,7319,23020,-0.12,Spain
2024-06-18,#foodporn,52369,98195,0.65,Italy
2025-05-01,#foodie,174171,842154,-0.13,Nigeria
2025-03-18,#foodie,31340,115206,0.77,South Africa
2025-04-17,#foodie,161251,363394,-0.85,France
2025-04-03,#foodie,46385,112784,-0.83,India
2025-02-10,#foodie,193146,505496,0.72,Germany
2024-08-14,#foodporn,97983,447190,-0.32,Japan
2024-06-04,#foodporn,36979,167456,0.05,Germany
2024-11-29,#foodporn,88107,158125,-0.21,Italy
2024-10-08,#foodie,129402,567575,0.19,Japan
2025-05-23,#foodporn,87017,328050,-0.02,Uk
2025-02-12,#foodporn,198073,534394,0.78,Brazil
2024-07-24,#foodporn,175245,620152,0.01,Nigeria
2025-03-22,#foodie,199421,689407,0.43,Russia
2024-07-25,#foodie,155380,314077,-0.68,Spain
2024-08-13,#foodporn,9055,13785,0.2,India
2024-07-11,#foodporn,40101,180844,-0.82,Nigeria
2024-06-22,#foodporn,188416,740099,0.64,Nigeria
2024-08-28,#foodie,159707,609757,-0.05,Usa
2024-08-06,#foodporn,95213,285911,-0.12,France
2024-10-28,#foodie,7565,16107,0.01,Turkey
2025-01-18,#foodie,6947,36401,0.4,Uk
2024-07-20,#foodie,100994,330437,-0.88,Germany
2024-09-20,#foodporn,34467,114580,0.02,South Africa
2024-12-02,#foodporn,115729,534690,-0.32,South Korea
2024-06-11,#foodporn,102243,494362,-0.51,Brazil
2025-04-09,#foodie,99366,176058,-0.66,Nigeria
2024-08-17,#foodie,169698,1003000,0.35,Turkey
2025-03-10,#foodie,171180,613969,-0.32,Germany
2024-07-15,#foodie,48544,168877,0.32,Uk
2025-05-06,#foodporn,62562,292140,0.32,France
2024-09-18,#foodporn,47511,199677,0.18,Mexico
2024-06-08,#foodporn,150191,693566,-0.86,Russia
2025-04-03,#foodie,90725,394973,-0.88,Usa
2025-04-27,#foodporn,175431,357950,0.69,Uk
2024-11-03,#foodie,148243,804623,-0.87,Uk
2024-07-19,#foodie,9313,14784,0.13,Australia
2025-02-06,#foodporn,108378,459841,-0.06,Australia
2025-05-14,#foodie,172757,346669,0.68,Canada
2025-03-05,#foodie,94701,314168,-0.1,South Korea
2025-01-30,#foodporn,10671,58453,0.08,Turkey
2025-04-11,#foodie,144620,352601,-0.8,Egypt
2024-06-03,#foodporn,190105,1117445,-0.64,Germany
2024-07-15,#foodie,126234,396883,0.83,India
2024-11-29,#foodporn,199046,1027049,-0.03,Russia
2025-03-28,#foodie,96056,215875,-0.8,Italy
2024-10-30,#foodporn,18971,107821,-0.75,Canada
2024-08-28,#foodporn,149531,664475,0.46,Italy
2025-01-26,#foodporn,50403,144134,0.76,Germany
2025-02-15,#foodporn,138858,233794,-0.03,Japan
2025-02-05,#foodporn,14922,28348,-0.52,Usa
2024-06-18,#foodporn,153478,398256,-0.47,Germany
2024-09-04,#foodporn,51524,136290,0.47,Germany
2025-05-25,#foodie,58560,221323,-0.05,Canada
2024-07-16,#foodie,97737,229674,0.7,Canada
2024-06-07,#foodporn,17998,101091,0.57,Canada
2024-10-06,#foodie,59076,275732,-0.94,South Africa
2024-09-03,#foodporn,104165,420966,-0.52,Mexico
2025-03-02,#foodporn,83997,275454,-0.87,Russia
2025-02-05,#foodporn,36175,124410,-0.96,Egypt
2025-03-10,#foodie,39427,135194,-0.75,Uk
2024-10-30,#foodporn,148381,367415,0.48,Egypt
2025-05-03,#foodie,69484,232963,0.29,France
2024-09-20,#foodie,5707,22408,-0.75,Brazil
2024-12-07,#foodie,150440,406064,0.7,Germany
2025-02-09,#foodie,186145,440081,-0.77,Japan
2024-10-17,#foodporn,75060,310967,0.21,Nigeria
2025-02-07,#foodie,130552,351128,-0.95,South Korea
2024-07-23,#foodporn,92585,237599,0.38,Germany
2024-06-08,#foodie,5141,8066,0.82,Turkey
2025-05-07,#foodporn,197910,1172103,0.59,Australia
2024-07-02,#foodporn,49874,243511,0.49,Italy
2024-10-18,#foodporn,1610,6118,0.64,France
2025-03-21,#foodporn,177049,753756,0.42,India
2024-07-19,#foodie,58767,186185,0.32,France
2024-10-15,#foodporn,31514,156084,0.23,China
2025-04-04,#foodie,184583,774354,0.41,France
2024-08-06,#foodie,35738,137121,-0.7,South Africa
2025-05-09,#foodie,38294,150860,0.16,Spain
2025-05-07,#foodporn,154818,292907,-0.28,South Korea
2025-03-27,#foodie,138098,354473,0.37,Nigeria
2025-01-23,#foodie,191343,482080,0.67,Mexico
2024-07-16,#foodporn,24813,98115,0.08,Turkey
2025-04-20,#foodie,166281,907068,0.37,Indonesia
2024-06-06,#foodie,175493,456576,0.49,Nigeria
2025-04-30,#foodie,29092,142105,-0.83,Mexico
2024-09-14,#foodporn,85151,476200,0.82,South Korea
2024-09-22,#foodporn,5241,27757,-0.39,Australia
2025-01-09,#foodporn,27057,135524,0.25,Spain
2024-08-08,#foodie,55378,112183,-0.89,South Korea
2024-06-18,#foodporn,67344,390618,-0.9,Japan
2024-10-13,#foodie,176674,731268,0.01,Germany
2024-12-28,#foodporn,33735,76870,-0.09,Brazil
2025-02-01,#foodie,167220,453005,-0.95,Usa
2024-07-29,#foodporn,60650,316101,-0.4,Japan
2024-10-03,#foodporn,76689,424081,-0.69,Indonesia
2025-03-20,#foodie,187494,924590,-0.59,India
2024-06-03,#foodporn,94798,562764,0.68,Mexico
2024-08-02,#foodie,115181,254911,-0.21,India
2024-12-10,#foodie,182362,1033953,0.45,South Korea
2025-03-23,#foodporn,154121,756788,-0.68,Egypt
2025-04-24,#foodie,114565,357253,0.28,Mexico
2025-04-29,#foodie,106468,376389,0.74,France
2024-09-28,#foodporn,153413,623423,-0.84,Mexico
2025-03-12,#foodporn,175097,795433,0.85,China
2025-04-18,#foodporn,62913,289960,-0.89,Germany
2025-04-13,#foodporn,62247,234134,-0.18,India
2024-12-23,#foodie,103017,416404,-0.35,Russia
2024-12-19,#foodporn,63302,300354,-0.6,Egypt
2024-12-31,#foodporn,72406,244734,0.59,Egypt
2024-06-15,#foodie,74895,201419,-0.82,Spain
2025-01-24,#foodporn,9168,51565,-0.9,Brazil
2024-12-15,#foodporn,100772,505431,0.15,Egypt
2024-06-23,#foodporn,113503,523173,-0.55,China
2025-03-03,#foodporn,118935,491153,0.32,Canada
2024-06-03,#foodporn,53730,98017,0.03,Germany
2024-12-16,#foodporn,138163,279882,-0.78,Mexico
2024-08-24,#foodie,57979,322963,-0.02,Indonesia
2024-06-24,#foodporn,51373,286008,0.57,Mexico
2024-10-08,#foodie,41643,73582,-0.54,Uk
2024-06-07,#foodporn,186593,601936,0.5,India
2025-03-26,#foodie,198332,522965,-0.27,South Korea
2025-04-02,#foodporn,189249,656564,-0.46,Nigeria
2024-10-07,#foodie,160359,563640,0.33,Italy
2025-01-03,#foodporn,189408,412982,-0.94,Russia
2024-08-08,#foodie,148690,387369,0.25,Usa
2025-03-15,#foodporn,169082,322730,-0.3,China
2024-12-17,#foodie,131662,440759,0.42,China
2024-10-24,#foodie,66981,222038,0.99,China
2025-03-25,#foodie,42849,146918,-0.12,Egypt
2024-08-09,#foodporn,45073,76532,0.05,Uk
2025-04-24,#foodie,27514,83382,0.83,Spain
2024-09-30,#foodporn,122534,487179,-0.47,Australia
2024-08-20,#foodporn,32261,118328,-0.06,South Korea
2025-02-08,#foodporn,135610,748473,0.83,Mexico
2024-10-02,#foodporn,149675,809869,0.93,Canada
2024-06-27,#foodie,143508,372223,-0.12,Mexico
2025-02-27,#foodie,199746,1055869,0.53,India
2024-06-01,#foodporn,43852,235922,0.77,South Africa
2025-02-14,#foodporn,197470,676837,0.34,Egypt
2024-11-09,#foodie,66893,212092,0.95,Germany
2025-02-07,#foodie,24068,51739,0.94,Egypt
2024-09-13,#foodie,39473,85478,0.36,Egypt
2025-01-28,#foodporn,158839,660711,-0.86,Spain
2025-01-24,#foodporn,185756,960042,-0.65,Japan
2024-11-07,#foodie,43659,158728,0.79,Spain
2025-01-27,#foodporn,50962,109376,-0.06,Japan
2025-03-21,#foodie,108577,571174,-0.03,Usa
2025-04-22,#foodie,48572,141682,-0.05,India
2025-01-12,#foodie,55782,243711,0.85,Canada
2024-10-25,#foodie,52868,180472,-0.29,Italy
2024-06-01,#foodie,77784,230359,-0.3,Uk
2024-08-01,#foodie,143095,603782,0.19,Usa
2024-11-28,#foodie,109297,262575,-0.55,Spain
2025-01-28,#foodporn,93137,478940,-0.03,Australia
2024-10-06,#foodporn,154371,826679,-0.49,Italy
2025-03-22,#foodporn,2638,15535,0.88,Uk
2025-05-06,#foodporn,1881,8451,0.6,China
2024-11-18,#foodporn,19410,31588,0.13,Brazil
2025-01-12,#foodporn,52406,162295,0.8,India
2025-01-04,#foodporn,88703,372205,-0.76,Spain
2024-09-29,#foodie,158264,941390,0.05,Japan
2024-09-28,#foodie,169314,687384,0.99,India
2024-12-23,#foodporn,43517,169059,0.61,Egypt
2024-11-30,#foodporn,76791,197474,0.92,Australia
2025-01-21,#foodporn,84632,188069,-0.2,India
2024-08-29,#foodie,115337,263355,-0.85,Italy
2024-09-11,#foodie,114473,433662,-0.77,Canada
2025-03-04,#foodporn,15659,48415,0.23,France
2024-11-19,#foodie,89306,351308,-0.16,Italy
2025-01-05,#foodie,88025,163718,0.43,Nigeria
2025-05-23,#foodie,76907,336990,0.44,Mexico
2025-03-08,#foodie,125744,570569,-0.7,Mexico
2024-08-23,#foodie,51825,156822,-0.91,Russia
2025-04-01,#foodie,19561,62782,-0.49,China
2025-03-31,#foodporn,44743,176360,0.38,South Africa
2025-01-27,#foodie,71396,351750,0.4,India
2025-03-26,#foodporn,55001,192555,-0.63,South Africa
2024-10-04,#foodie,29760,57495,-0.23,Spain
2024-06-08,#foodporn,180305,1073397,0.22,Spain
2024-09-20,#foodporn,97764,386876,-0.27,Indonesia
2024-09-27,#foodporn,170723,643079,-0.18,Turkey
2024-08-28,#foodie,162775,324202,0.62,Brazil
2025-02-18,#foodporn,74817,439658,-0.16,Australia
2024-06-12,#foodie,99601,446786,0.25,Spain
2025-03-17,#foodporn,192747,403265,0.25,Australia
2024-09-09,#foodporn,50024,110838,-0.69,Turkey
2024-06-22,#foodie,165848,523277,-0.21,Mexico
2025-05-05,#foodporn,22153,87652,0.17,Australia
2025-05-16,#foodie,136650,220201,0.36,China
2024-09-22,#foodie,76665,361979,-0.46,Egypt
2024-11-11,#foodporn,63279,329555,-0.26,Italy
2024-07-26,#foodie,79470,368687,0.59,Germany
2024-10-29,#foodie,127982,329664,0.49,Nigeria
2024-08-09,#foodporn,173810,985411,-0.15,Italy
2024-08-28,#foodie,35582,91915,0.29,Australia
2025-04-05,#foodporn,62568,360170,0.05,Egypt
2025-05-18,#foodporn,4211,24201,0.31,China
2025-03-27,#foodporn,131068,613908,0.94,Turkey
2024-09-04,#foodie,44178,148030,-0.07,Russia
2024-11-26,#foodporn,43176,128483,0.34,Usa
2024-06-16,#foodporn,99060,388144,0.1,India
2025-03-12,#foodporn,199827,815261,-0.79,Italy
2025-05-08,#foodie,38883,208871,-0.08,Uk
2025-03-30,#foodie,27842,47659,-0.67,Turkey
2025-05-02,#foodporn,41407,164139,0.69,Russia
2025-04-01,#foodporn,8075,39945,-0.72,India
2025-02-19,#foodporn,17134,77623,0.4,Usa
2024-12-07,#foodie,27851,113808,-1.0,Usa
2024-07-26,#foodporn,181157,315375,-0.44,Canada
2024-08-21,#foodporn,156101,596427,-0.6,Spain
2024-08-15,#foodie,112671,517370,0.05,Germany
2024-11-30,#foodie,94985,359076,-0.36,Brazil
2025-04-04,#foodie,159303,701393,0.99,Mexico
2025-03-14,#foodporn,151604,578739,-0.36,Indonesia
2024-11-20,#foodporn,46082,260382,-0.55,Australia
2024-09-03,#foodie,127031,373777,-0.74,Italy
2025-02-07,#foodporn,89455,286581,0.16,Germany
2025-03-06,#foodporn,158007,498718,0.24,India
2024-06-19,#foodporn,53644,306766,-0.17,Mexico
2025-05-23,#foodporn,140276,257008,-0.2,Japan
2024-10-08,#foodporn,115174,321628,0.03,Mexico
2024-08-23,#foodie,128289,326656,-0.33,France
2024-06-27,#foodie,38111,135743,0.4,Russia
2025-03-22,#foodporn,114748,595067,-0.64,Indonesia
2025-03-30,#foodie,43662,172986,-0.76,South Korea
2024-12-11,#foodie,79408,231740,-0.58,China
2025-04-10,#foodporn,168087,564801,0.29,Australia
2025-03-23,#foodie,156481,410892,0.24,Germany
2024-09-12,#foodporn,5343,8060,-0.31,Uk
2025-01-07,#foodporn,61303,351229,-0.09,China
2025-01-01,#foodporn,45722,225088,0.4,Egypt
2024-07-02,#foodporn,60768,152262,-0.15,China
2025-05-03,#foodporn,39549,86010,0.96,Nigeria
2024-11-26,#foodie,135017,605447,0.72,South Korea
2024-06-27,#foodie,196921,886236,0.4,Japan
2024-11-12,#foodporn,162184,477881,0.59,South Africa
2024-10-18,#foodie,149016,719755,-0.25,Brazil
2025-02-08,#foodie,31245,85476,-0.63,Spain
2025-05-12,#foodporn,182261,315740,-0.35,South Africa
2024-08-10,#foodporn,148600,856059,-0.44,Egypt
2024-10-03,#foodporn,40750,72470,-0.21,Egypt
2024-07-04,#foodporn,40530,194590,0.39,Brazil
2025-01-19,#foodie,118046,585927,1.0,Japan
2025-04-12,#foodie,136467,474479,-0.2,Australia
2024-06-09,#foodie,1310,5345,-0.56,Egypt
2024-10-23,#foodporn,129940,534953,-0.56,South Korea
2025-03-21,#foodporn,176158,764332,-0.03,Indonesia
2025-04-16,#foodporn,14114,65191,0.31,Indonesia
2024-08-19,#foodie,126471,667505,0.5,Canada
2024-07-28,#foodie,51175,185073,0.68,Italy
2024-10-28,#foodporn,82133,466718,0.14,India
2024-06-17,#foodie,66010,323189,0.87,Italy
2024-11-20,#foodporn,159641,508755,0.79,Uk
2025-02-07,#foodporn,101642,326548,-0.27,Mexico
2024-06-30,#foodporn,67899,149005,-0.79,France
2024-11-12,#foodie,99654,509996,0.91,Uk
2024-10-16,#foodie,10905,53925,-0.47,Mexico
2024-07-26,#foodporn,195248,296144,-0.98,India
2025-03-02,#foodporn,20717,91295,-0.58,Indonesia
2025-04-14,#foodporn,79476,439698,-0.78,Canada
2024-09-14,#foodporn,29851,55985,0.44,South Africa
2024-08-27,#foodporn,197392,581015,0.11,Indonesia
2024-09-25,#foodporn,130112,579905,-0.13,India
2024-06-11,#foodie,83475,345312,-0.07,India
2025-03-08,#foodie,65993,383674,-0.17,Mexico
2024-09-26,#foodporn,187441,909732,-0.7,Indonesia
2024-05-29,#foodporn,166788,627359,0.13,South Africa
2024-09-29,#foodie,27852,67358,0.28,Australia
2024-08-18,#foodie,83123,497217,0.71,Italy
2024-09-08,#foodporn,196124,451992,0.62,Egypt
2025-05-25,#foodie,108028,355402,-0.29,Brazil
2025-05-24,#foodporn,175120,610770,0.32,Indonesia
2024-10-24,#foodporn,165330,251288,-0.81,Mexico
2025-01-24,#foodie,155177,728114,-0.77,Russia
2024-07-10,#foodie,35634,100045,0.91,Japan
2024-12-22,#foodie,90848,499178,0.16,Spain
2025-05-05,#foodie,170646,882815,-0.95,China
2024-09-09,#foodie,1099,4806,-0.94,Canada
2025-02-19,#foodie,17458,42055,0.23,Brazil
2025-04-03,#foodie,13815,45211,-0.53,Australia
2024-07-19,#foodie,126534,224564,-0.8,Uk
2025-04-20,#foodporn,105702,463824,0.72,India
2024-10-16,#foodporn,40570,183654,-0.21,Indonesia
2025-03-12,#foodie,102128,231408,0.64,South Africa
2024-10-29,#foodporn,62845,140333,-0.54,India
2025-05-19,#foodie,185740,304413,-0.36,France
2024-09-01,#foodie,25951,39586,0.48,Nigeria
2024-10-15,#foodie,20288,70894,0.7,Egypt
2024-10-14,#foodie,109447,440139,-0.66,Spain
2024-06-25,#foodie,39085,76028,0.08,Uk
2025-03-03,#foodporn,176999,348192,-0.02,China
2024-06-29,#foodporn,171169,784220,-0.81,Uk
2024-08-08,#foodporn,149316,309108,0.62,Spain
2025-03-25,#foodie,172500,998234,0.07,Spain
2025-02-01,#foodporn,64301,348864,-0.74,Spain
2024-06-27,#foodporn,88091,269464,-0.86,Russia
2025-03-20,#foodporn,37391,149444,0.53,Japan
2024-07-17,#foodie,76948,352034,-0.15,Spain
2025-05-17,#foodporn,196906,608799,0.76,Indonesia
2024-11-14,#foodporn,198235,962172,0.22,Germany
2024-05-28,#foodie,132292,433513,0.61,Indonesia
2025-04-20,#foodporn,88285,224839,0.55,Indonesia
2025-05-04,#foodie,130086,290456,-0.29,South Africa
2025-04-13,#foodporn,4575,19455,-0.03,Brazil
2024-12-01,#foodie,19289,107866,0.86,Turkey
2024-12-14,#foodporn,150602,601700,0.56,Russia
2025-01-11,#foodporn,63021,220760,-0.76,Uk
2024-09-25,#foodie,103316,426290,-0.58,India
2024-06-16,#foodporn,34062,78305,-0.71,Egypt
2025-03-31,#foodie,57088,233351,-0.04,Egypt
2024-07-08,#foodporn,143779,365810,-0.01,Russia
2024-10-05,#foodporn,179339,746326,-0.08,Usa
2025-05-10,#foodporn,124085,653498,-0.85,Nigeria
2025-01-05,#foodie,106457,235539,-0.78,South Africa
2024-07-28,#foodie,44187,196043,-0.59,Japan
2024-08-04,#foodie,112248,238656,-0.12,Brazil
2025-05-18,#foodie,137376,573818,-0.57,France
2025-04-05,#foodie,156347,262587,-0.9,Australia
2024-08-19,#foodporn,41020,114855,-0.96,Indonesia
2024-06-24,#foodie,61744,148887,-0.02,Egypt
2024-08-27,#foodporn,182185,398444,0.95,Brazil
2024-11-26,#foodporn,192343,302182,0.13,Mexico
2025-04-23,#foodie,77794,431836,-0.94,Turkey
2024-11-04,#foodporn,191018,340296,0.61,Mexico
2024-10-31,#foodporn,33365,177970,0.15,Germany
2025-05-25,#foodie,192082,810637,-0.14,Mexico
2024-06-02,#foodporn,21943,108341,-0.36,South Africa
2024-11-11,#foodie,6304,33135,0.28,Uk
2024-08-10,#foodporn,57910,310905,-0.52,Spain
2024-08-16,#foodie,59802,205719,-0.69,France
2024-09-13,#foodie,118398,420059,-0.49,South Africa
2024-07-20,#foodie,33246,139593,-0.74,Uk
2025-02-19,#foodporn,110315,193040,0.17,Japan
2024-11-26,#foodie,121510,405503,0.52,Turkey
2025-05-06,#foodie,187970,689126,-0.7,Indonesia
2025-05-12,#foodporn,148910,843903,-0.42,Russia
2025-03-03,#foodporn,95229,161730,0.11,Uk
2024-08-06,#foodie,12103,48547,-0.26,Mexico
2024-09-23,#foodie,11781,61141,-0.17,Turkey
2025-05-23,#foodie,119394,381991,-0.45,Nigeria
2024-10-26,#foodporn,125444,357095,-0.03,Usa
2024-11-15,#foodporn,188414,716317,-0.65,France
2024-10-02,#foodie,14201,60257,0.43,Russia
2024-06-26,#foodie,152244,323135,0.07,Indonesia
2024-09-07,#foodporn,65470,262564,-0.32,Canada
2024-06-29,#foodporn,14282,60433,-0.65,Uk
2024-07-05,#foodie,129274,269874,-1.0,Italy
2025-03-12,#foodporn,80544,470611,-0.59,Indonesia
2025-05-12,#foodporn,97723,380582,-0.44,Spain
2024-08-05,#foodporn,41928,243917,0.62,India
2025-04-19,#foodporn,3098,10540,0.3,Turkey
2024-09-25,#foodporn,188033,854951,0.58,Italy
2024-08-24,#foodie,137956,704673,0.37,Italy
2025-01-10,#foodie,100341,442459,0.58,Japan
2024-06-09,#foodie,80855,276764,0.01,Egypt
2024-12-08,#foodie,179464,755013,0.45,Indonesia
2024-11-08,#foodporn,112779,370898,-0.49,India
2024-11-06,#foodporn,74938,215139,-0.9,China
2025-03-06,#foodie,42674,142484,0.4,Germany
2024-10-21,#foodporn,184128,410661,-0.05,Germany
2024-10-15,#foodporn,34636,161406,0.66,China
2025-04-03,#foodporn,74415,407710,-0.49,Egypt
2024-07-12,#foodporn,82084,486547,0.55,South Korea
2024-10-06,#foodporn,60789,315814,-0.57,Brazil
2024-08-07,#foodporn,3575,13425,0.49,Canada
2024-11-08,#foodie,59087,257282,-0.78,Mexico
2024-12-24,#foodporn,116583,454865,-0.11,South Korea
2025-02-21,#foodporn,82481,422920,-0.22,South Korea
2024-07-11,#foodporn,53537,258146,-0.47,Egypt
2024-07-11,#foodie,137451,688854,0.25,Indonesia
2024-11-09,#foodie,148163,494191,0.0,Nigeria
2025-05-02,#foodie,125898,652403,0.2,Turkey
2025-02-16,#foodie,158458,446068,-0.61,South Korea
2024-05-28,#foodie,199173,485191,0.96,Australia
2025-01-03,#foodporn,130802,339562,-0.77,South Africa
2024-06-02,#foodie,66877,379228,-0.37,China
2024-08-07,#foodporn,3332,10856,-0.53,Germany
2024-10-04,#foodie,52415,192131,0.78,India
2025-05-19,#foodporn,19052,36695,0.78,Canada
2024-09-23,#foodie,137503,238385,-0.35,South Korea
2025-01-06,#foodie,96493,534142,-0.68,Uk
2025-02-17,#foodporn,199005,549799,0.61,Australia
2025-04-05,#foodie,146923,394901,-0.94,South Korea
2024-06-17,#foodie,70057,263910,-0.52,Germany
2024-10-20,#foodporn,184124,473067,0.2,Japan
2024-10-31,#foodie,22356,66913,0.39,India
2025-01-28,#foodie,14096,36776,0.11,South Africa
2025-05-11,#foodie,155829,403079,0.26,Mexico
2024-12-28,#foodporn,56602,194003,0.46,Usa
2025-03-01,#foodie,90083,386259,0.49,Nigeria
2024-09-01,#foodporn,198307,773014,-0.97,India
2024-06-25,#foodporn,147204,583830,0.71,Russia
2024-08-08,#foodporn,87670,361663,0.57,Italy
2025-01-30,#foodporn,22047,116085,-0.7,Japan
2024-10-01,#foodporn,46420,230503,0.52,Uk
2025-01-31,#foodporn,16024,58535,0.21,Spain
2024-07-16,#foodporn,165246,514857,-0.32,Australia
2024-08-15,#foodporn,145730,369005,-0.73,Brazil
2024-09-30,#foodie,121975,441514,-0.09,Japan
2024-05-31,#foodie,35086,116033,-0.36,Uk
2024-09-27,#foodporn,192241,430185,0.35,Germany
2025-03-16,#foodie,180975,545323,-0.44,Turkey
2025-05-22,#foodporn,29038,74858,-0.7,South Korea
2024-07-20,#foodporn,80868,137203,-0.8,Turkey
2024-10-11,#foodporn,149260,448463,-0.1,Italy
2024-10-22,#foodie,41423,108773,-0.42,China
2024-09-06,#foodie,188607,331785,-0.59,Egypt
2024-06-20,#foodie,33152,153540,-0.77,Germany
2024-06-28,#foodie,170481,952758,-0.69,South Korea
2025-01-22,#foodie,193786,345394,-0.48,Nigeria
2024-08-06,#foodporn,166405,603744,0.33,Mexico
2025-04-17,#foodie,144019,625934,-0.04,Mexico
2024-12-09,#foodie,190642,996949,0.53,India
2024-12-28,#foodie,125311,191882,0.24,Turkey
2024-06-22,#foodie,127466,571843,0.2,South Africa
2024-12-14,#foodporn,10533,17475,0.51,Nigeria
2025-05-20,#foodie,51207,97411,-0.81,Russia
2024-12-21,#foodie,197310,1050684,-0.67,Germany
2025-04-20,#foodie,112347,649713,0.15,Australia
2024-08-24,#foodporn,161122,364348,-0.33,Germany
2025-03-20,#foodporn,1590,7100,-0.52,Egypt
2024-12-18,#foodie,72329,327192,-0.29,Canada
2025-02-15,#foodie,117385,427192,-0.93,Germany
2024-09-02,#foodporn,121629,187701,0.44,South Korea
2024-07-20,#foodporn,50626,103485,-0.09,Russia
2024-07-02,#foodie,70476,334606,0.83,Turkey
2024-06-03,#foodporn,74221,150495,0.67,France
2024-09-29,#foodie,97638,445673,0.82,Usa
2024-08-13,#foodie,108623,435609,0.04,Spain
2025-01-22,#foodporn,108991,220609,-0.29,India
2024-12-18,#foodie,27176,107502,-0.03,Canada
2024-08-24,#foodie,157092,258549,-0.8,China
2025-03-09,#foodie,179695,1008101,-0.74,China
2024-08-13,#foodporn,140513,528961,0.88,Egypt
2025-02-15,#foodporn,151119,757523,-0.82,South Korea
2024-11-28,#foodporn,3856,19839,0.75,Italy
2024-09-24,#foodporn,45081,229297,0.02,Italy
2024-12-21,#foodporn,24983,58943,-0.01,Turkey
2024-12-12,#foodporn,197147,385521,-0.29,Australia
2024-06-22,#foodporn,169251,535971,-0.04,Uk
2024-07-06,#foodporn,39061,123476,-0.5,Italy
2024-09-11,#foodporn,10232,58439,0.52,Germany
2024-12-23,#foodporn,133127,458653,-0.96,Italy
2024-09-21,#foodie,102134,518561,0.6,Mexico
2024-06-19,#foodie,73044,294590,0.16,Australia
2025-05-22,#foodporn,9994,25024,0.07,South Korea
2024-09-21,#foodporn,98679,302184,0.29,Japan
2025-05-25,#foodie,167734,813245,-0.51,Usa
2025-03-08,#foodporn,176343,339298,-0.55,Usa
2024-08-26,#foodporn,102098,251984,0.56,Uk
2024-12-17,#foodporn,156049,357154,-0.99,Italy
2025-02-10,#foodporn,170530,827569,-0.88,Egypt
2024-10-25,#foodie,110846,235650,0.26,Usa
2024-12-26,#foodie,72950,332606,-0.12,South Africa
2025-03-18,#foodie,163810,273123,-0.75,Uk
2024-12-14,#foodie,85403,458873,-0.62,Mexico
2024-12-23,#foodporn,8562,14977,-0.01,Turkey
2024-08-13,#foodporn,161144,733580,0.89,Germany
2025-02-16,#foodie,45876,198275,0.49,Indonesia
2024-12-11,#foodie,198078,368934,0.32,Mexico
2024-07-11,#foodporn,69465,180314,-0.33,Germany
2024-09-15,#foodporn,66846,223662,-0.1,Germany
2024-07-26,#foodie,58496,285021,0.31,China
2024-07-22,#foodporn,95089,420332,0.1,Brazil
2025-04-16,#foodie,29337,92326,-0.25,South Africa
2024-11-17,#foodie,49655,211688,-0.14,Nigeria
2024-07-09,#foodporn,49557,81293,-0.32,Germany
2025-02-23,#foodporn,26223,80624,-0.91,Russia
2024-09-16,#foodie,63857,167377,-0.14,Turkey
2025-04-12,#foodie,104706,364723,-0.37,South Africa
2024-11-23,#foodporn,162477,700224,-0.92,Russia
2024-10-24,#foodie,149280,868525,0.39,Germany
2025-03-08,#foodporn,100668,405528,0.86,Usa
2024-08-30,#foodie,112304,604726,0.52,Germany
2024-12-01,#foodie,27010,93895,-0.17,South Africa
2024-11-26,#foodie,110797,457862,-0.91,Mexico
2025-05-02,#foodie,78540,130859,0.72,Mexico
2024-06-25,#foodporn,144281,750839,0.29,Australia
2025-02-09,#foodporn,52660,108866,0.13,India
2024-10-15,#foodporn,141346,845935,-0.15,Uk
2025-05-20,#foodie,134804,737650,-0.25,Canada
2025-05-09,#foodie,190885,506397,-0.79,Egypt
2024-08-31,#foodporn,70797,392367,0.76,Brazil
2024-11-14,#foodie,145135,827444,-0.63,Japan
2024-07-21,#foodporn,186136,399710,0.71,China
2024-06-15,#foodie,111658,513197,0.38,Mexico
2025-02-10,#foodie,153283,290337,-0.97,Japan
2025-05-09,#foodie,114263,468649,0.27,South Africa
2025-04-24,#foodporn,171023,657784,0.44,China
2024-07-23,#foodie,10495,22652,-0.11,Indonesia
2025-04-10,#foodporn,97475,566774,-0.22,Egypt
2025-05-16,#foodie,196937,834888,-0.69,South Africa
2024-09-18,#foodporn,109800,290325,-0.77,Japan
2024-07-09,#foodie,127246,647772,0.89,Nigeria
2024-06-20,#foodie,22909,63353,-0.5,Mexico
2025-04-03,#foodporn,135612,340299,-0.28,South Africa
2025-02-12,#foodie,147658,874434,-0.96,South Africa
2024-12-01,#foodie,11181,59053,0.41,India
2024-08-23,#foodporn,4813,23415,-0.87,Australia
2024-12-11,#foodie,67026,211828,0.29,Egypt
2025-01-10,#foodie,28458,90181,-0.61,Turkey
2024-10-24,#foodie,44296,121170,0.19,Indonesia
